ID,NU_NOTA_LC
121,477.3924528580365
122,513.7612104936712
123,634.5522560291112
124,512.6373473277679
125,569.2164336078738
126,499.5417998528287
127,502.5447403625912
128,535.2291319043748
129,542.6843914505934
130,529.1748305128256
131,461.0096316101339
132,569.9211139809626
133,469.3604120764476
134,518.4557180941956
135,571.1781386644238
136,582.4122432740407
137,520.951383592216
138,464.3060535523127
139,478.69293985971314
140,509.77920609843
141,527.7443997469339
142,508.80796744901625
143,527.6842553428665
144,535.8878769846481
145,600.3446678556093
146,691.4058092367009
147,571.1002203504248
148,498.5609552906084
149,575.6734955273527
150,611.4347815879519
151,493.9796607258984
152,595.0772393059278
153,530.7130264771731
154,535.9664245302267
155,562.3568227703068
156,479.2673292955518
157,524.0721327310191
158,477.22292326840625
159,623.7789233193242
160,639.2719408345711
161,657.2274984372123
162,606.793584398607
163,428.0953277290564
164,443.55831962187295
165,521.357807206891
166,549.2057424084966
167,554.4987648082744
168,568.1872162249077
169,596.3010688066414
170,600.9097005348953
171,433.1005825132372
172,581.8194729199187
173,474.47775863798734
174,569.872355918429
175,493.7343195832435
176,577.1689377645594
177,520.9518604770999
178,527.83514322388
179,549.1238718760568
180,498.77934379561935
181,515.6456107213525
182,522.1570601743267
183,515.7112876147661
184,516.4259048028915
185,612.2853470752666
186,509.4004512701125
187,618.2626383543337
188,495.8467070252145
189,494.3516058494424
190,532.6355155444406
191,480.1880988816194
192,529.9460186966218
193,599.3766887736051
194,576.3177529638707
195,544.595655922659
196,471.1994174061316
197,577.7699477721975
198,538.0725720394465
199,557.3470074021247
200,469.9258242826577
201,611.8824851041761
202,556.658453973076
203,443.33646702578505
204,545.3874316952667
205,441.22403080115885
206,547.739291196954
207,451.05132992940213
208,580.8112197313808
209,618.6149741940533
210,499.60081361235933
211,538.0449780722129
212,538.6182061128045
213,494.04913029066614
214,540.3719506979704
215,611.2182554101032
216,563.5450935094768
217,501.403186458672
218,542.2023088003644
219,520.6206327914044
220,527.357984530596
221,487.88806248991045
222,531.9363598317234
223,521.0170834549657
224,500.4907283982321
225,550.0178296784836
226,576.1057788677391
227,605.5340433129278
228,620.4382522886298
229,551.7103144486784
230,465.26389383294793
231,561.9184660223069
232,459.84202163263956
233,543.5416793914259
234,579.7703465395573
235,516.0395045057232
236,529.5547960442693
237,466.03031175727085
238,492.7294884790818
239,528.4340443865148
240,580.7204723463461
241,641.7076528667195
242,519.6632429345962
243,491.5221162438972
244,654.4051819161843
245,534.835647372188
246,577.7176407403856
247,488.0483619313204
248,426.3818712041544
249,561.129002094999
250,579.9865253468301
251,547.7665196972825
252,433.62114211673827
253,549.7764157974347
254,476.7506086616415
255,470.3775440839575
256,564.3665957698425
257,582.1941992934215
258,487.15787167152735
259,558.1947067100555
260,450.9512692920235
261,451.78190103637843
262,514.7265290794986
263,474.5652729342086
264,536.7634712398999
265,505.47802787294995
266,564.8183037742103
267,490.5483509823377
268,465.2266049252752
269,425.31821764939633
270,594.9729683375629
271,446.3031209446322
272,494.24848678747946
273,603.2835190069032
274,530.3459087825669
275,578.8596051166359
276,466.4573396610448
277,591.8213784009431
278,541.9913680073986
279,551.0367861675392
280,556.7927391024059
281,510.6568088419169
282,540.885081203065
283,545.1570748174732
284,583.3041007251561
285,501.18347757605693
286,613.4065945023634
287,496.31924917890507
288,479.39496588188655
289,423.5427169276623
290,501.45386568645296
291,522.9976483480395
292,436.4094243917868
293,598.2967432073931
294,420.3569327381649
295,650.4747730004848
296,523.6169460732423
297,497.6623069612316
298,557.0703181037103
299,612.6129777147275
300,588.8206036138026
301,460.857021513749
302,491.45717362210866
303,606.932772014826
304,533.8640571274858
305,568.9403441294821
306,527.9827469496599
307,626.4928924092793
308,546.3230757598137
309,571.8192376247173
310,605.4824388262651
311,608.0852462779495
312,441.3700484184663
313,451.1221793931355
314,567.1137586709104
315,657.0830256517739
316,476.05775609616177
317,527.5782571039117
318,468.671290065508
319,574.5426980499215
320,485.5236853515493
321,609.410816409402
322,651.999966601741
323,612.2867713271592
324,576.4612412932919
325,486.15626528791637
326,591.5438446444755
327,566.8300973518878
328,482.31174260849394
329,493.18032646962604
330,529.8720219351595
331,568.6341923186151
332,581.9241313446529
333,508.37477653527844
334,541.1082324153524
335,481.6797800213462
336,584.1717805057517
337,506.094365262156
338,450.6843533940869
339,432.79266435305686
340,563.7098256387532
341,495.74231952162336
342,509.05916249106207
343,436.5067463375179
344,486.63523814906796
345,563.8756052103743
346,519.6751245719489
347,568.5814855852894
348,598.9751572371337
349,617.0968710958845
350,538.0422611419342
351,563.6566389399446
352,561.2627880391461
353,575.0993348852048
354,581.9360458972969
355,519.1457583908001
356,456.08127063992265
357,510.4267167020455
358,572.1290098811907
359,580.6559087038056
360,529.2051981917995
361,488.1774754401004
362,593.3547867375152
363,490.1404199867292
364,590.6601040596155
365,511.7177148005724
366,475.90404331237625
367,577.2758103158827
368,516.0980008774167
369,521.5631148913824
370,470.8045558102241
371,562.9308510285421
372,432.62346292564405
373,509.81094627114095
374,502.9353002812222
375,528.4958903060545
376,474.5185666412348
377,525.4763918933716
378,526.6772719183558
379,499.7991105037667
380,464.5058561897673
381,495.0158165456919
382,449.48331783699047
383,457.50316898312536
384,544.4176038368888
385,601.701144088646
386,536.5846573905098
387,662.9831805402464
388,612.015424401281
389,431.1036660801748
390,521.5548462999038
391,472.3053831854153
392,526.5348449037584
393,451.1118720506015
394,552.1817501121918
395,444.80897467277464
396,607.9204951340246
397,431.02685212124845
398,578.5785855416874
399,601.204543249974
400,430.6757800534798
401,529.0109569110618
402,543.8247886703363
403,504.94712882837035
404,582.4052507748529
405,458.7403071653068
406,529.813160130097
407,515.5961542952883
408,671.3140402354854
409,434.7700764989945
410,515.1916992813481
411,631.9850519746059
412,560.7075203822451
413,532.7889999388066
414,546.0719986838635
415,575.1853465648904
416,531.982461383744
417,663.5545644199437
418,470.7959952622813
419,496.7678085359174
420,497.95176251677594
421,492.33490463587646
422,544.0784406373075
423,549.0204227782582
424,580.0514492170412
425,614.225789567508
426,585.3784394162709
427,552.15021876342
428,548.9769949101676
429,519.9949425357298
430,599.2010965149406
431,524.372870839611
432,512.9345194067481
433,440.4640321656501
434,475.8308698929487
435,483.53718871362133
436,500.6405026439156
437,560.4568558051471
438,578.4915872864467
439,608.359646029902
440,449.1447288892658
441,496.01827607373525
442,584.917843819612
443,456.439233242278
444,546.3306322146223
445,525.6082655102916
446,495.4008599965443
447,587.2429330757656
448,521.8864550414934
449,562.4593499150743
450,518.8317052084547
451,505.5644795901704
452,541.7959039235192
453,516.6390514780485
454,640.8130647917397
455,438.75764363936236
456,501.5008805292601
457,588.1674001901349
458,539.6353491303732
459,524.9110218366238
460,525.9037322146143
461,552.66021532724
462,467.4794681390803
463,491.21322757163443
464,519.9853120815767
465,539.7078397810875
466,583.0382990357199
467,591.8115260663104
468,417.34218615928967
469,495.42911240314635
470,499.1074739292605
471,523.6238267007097
472,568.3483086346556
473,573.6524792157525
474,551.5427748738638
475,473.8063164727937
476,510.2987364842773
477,456.6012027604062
478,539.130896959085
479,463.7698743093194
480,550.1286464041964
481,450.87622816451926
482,512.5245497801213
483,536.5517498078215
484,549.9494553384575
485,536.7569070464807
486,572.5321641489618
487,495.81810822131354
488,626.2840967567893
489,572.7407471832597
490,559.0976575206828
491,482.19710257244594
492,462.90888096114054
493,515.678311936644
494,478.81041214345686
495,500.72112895529597
496,609.5536615847911
497,558.9100998173342
498,625.3598081538264
499,520.6498095248058
500,556.6825840330615
501,504.3292126063963
502,465.9985948942218
503,521.6068290338122
504,540.6959671013134
505,512.2150970951542
506,584.5986428554423
507,583.104911650137
508,665.4015424948808
509,467.85154247902767
510,588.7738983800409
511,697.8277182913341
512,490.8405746259556
513,533.9840959282667
514,585.2480870484164
515,595.052479556038
516,444.41507390500476
517,478.7806909285722
518,562.0730152255458
519,510.16425852496246
520,507.8623425381835
521,512.4400910511724
522,552.7204506253325
523,424.0857509294683
524,544.2498594534529
525,538.5907583781802
526,641.449234756532
527,565.4220523660985
528,538.2101930792468
529,495.0528471168537
530,477.9827942661108
531,556.5644365495797
532,650.0031528569124
533,592.9116209339055
534,565.813627807055
535,523.2847613974315
536,475.62163059831875
537,444.4692802970533
538,496.45718695323325
539,450.4548794256833
540,586.2473123246335
541,676.875556596753
542,539.1733594670973
543,647.2296450539299
544,521.3692320840709
545,442.13610798210004
546,560.8024977191409
547,454.0451391498816
548,597.0271685815674
549,525.4316127498705
550,545.6984214473327
551,614.3329619900921
552,519.4573120283754
553,610.0756392505972
554,575.292310144648
555,602.8480051025587
556,533.8588310326776
557,576.6255707325265
558,469.5137042585655
559,493.45873036094076
560,453.49449380363626
561,614.869797805816
562,528.5089470865602
563,508.2591914991194
564,513.444921041047
565,546.861992841215
566,499.10708768291795
567,534.4739363665275
568,680.2034367189369
569,559.2267661222351
570,498.55669569362203
571,584.9436452193906
572,609.4652808797134
573,465.091981607363
574,542.5896966196962
575,548.1266237925626
576,580.862175858838
577,591.2547515153084
578,539.6527490470316
579,677.9776767441181
580,466.8225281689496
581,504.60619837319337
582,586.5301755098784
583,543.4091348193547
584,608.218176005583
585,603.3501186031422
586,637.3647282285046
587,455.251966615355
588,504.5983455225251
589,559.7285575242462
590,640.5182023509833
591,605.6724193484905
592,515.5546028406446
593,486.1535126324328
594,478.6884408324803
595,477.9404769283195
596,580.3095426350889
597,547.6381159130956
598,589.5237718976102
599,597.2152001901517
600,549.095930386109
601,465.7099458218301
602,457.38699216186075
603,536.1192959423324
604,505.99383307526045
605,502.8852918669478
606,541.1930746698453
607,447.08878069444165
608,567.9097365469506
609,598.6685525503437
610,579.2749448766692
611,525.9571039580073
612,451.54734240828077
613,509.36640586238605
614,484.76564286067213
615,547.8466158954948
616,627.5769912881651
617,566.0281733530828
618,473.05319518660724
619,457.720137275119
620,434.75770641330485
621,493.37136526623385
622,501.8587497690221
623,541.9868719028993
624,485.0397104939716
625,562.912434787358
626,449.2673371460121
627,550.7459935237579
628,516.4035995075452
629,520.8086170891365
630,532.3036116707804
631,551.2317093420007
632,499.398560762812
633,510.179492460914
634,540.8482802303181
635,584.3144579612527
636,541.8693232079955
637,495.5004046300752
638,626.6723050466962
639,633.7211725787824
640,514.6459564653841
641,563.6370436470598
642,551.1031726634494
643,514.9299628820969
644,482.05730143006525
645,465.6611605102232
646,584.0049130775175
647,537.7125711333296
648,479.0633586690061
649,472.3301363514398
650,563.6793803729521
651,566.7352345513458
652,545.2985522755254
653,547.8955326338615
654,566.7913652551064
655,582.0586430548256
656,567.1381311014925
657,488.39230257407917
658,459.2489152514291
659,563.3743864673544
660,497.79583280857895
661,556.8081402626821
662,509.4366455395647
663,627.2913269215687
664,552.6525847907196
665,596.3858004405993
666,509.24198374947434
667,624.8457780884912
668,563.59738894782
669,529.6019507096202
670,465.3542318999575
671,659.1740670958542
672,543.8019561729469
673,578.6290718870335
674,508.6729245353241
675,486.4667571028265
676,545.0685926770384
677,500.02361805045166
678,564.7797006810099
679,541.6668041644167
680,497.5649191768649
681,470.2835984652611
682,471.9765109199414
683,609.9585680968218
684,489.67683680637793
685,597.50423195503
686,497.33818601626353
687,515.8919066545159
688,488.0800316631983
689,584.573911540645
690,511.09458359058954
691,457.3804334780796
692,419.4051544327073
693,596.1194095496821
694,508.06050389847275
695,524.5988200269933
696,541.3568363270902
697,494.07760608204666
698,614.0353572215558
699,576.2675539001413
700,540.9456901185869
701,562.8556741954505
702,611.8714955695746
703,524.5996996126232
704,573.681503813968
705,612.9291613786355
706,655.29438435473
707,478.7785182638727
708,447.94501372474735
709,538.1819029681983
710,626.4723787552018
711,492.2400116677467
712,452.90449027613346
713,519.6500584780903
714,577.8291131076711
715,505.17430136196936
716,491.34744602667905
717,460.1401219526738
718,535.803587491254
719,559.3888451681712
720,527.3539840695472
721,521.8039048079563
722,514.0777382617656
723,459.3783924792059
724,481.9502552006299
725,659.6414428456225
726,437.4500205062652
727,562.0881459923119
728,548.5511712477446
729,629.4908227815124
730,474.45523158128896
731,511.6862970046178
732,567.8957009903811
733,503.705109879347
734,641.2226572792721
735,563.4055986379941
736,617.4903992099731
737,594.6198800859811
738,651.4479187397644
739,521.4585388892791
740,530.378205376016
741,545.5375777416057
742,482.70794245918614
743,476.32402350230257
744,537.1050587194894
745,569.7316020602096
746,617.8195498339966
747,506.6633161246568
748,586.3591251471476
749,470.72597547294913
750,516.0480484016039
751,481.16018253342634
752,547.033672100856
753,542.4842755856225
754,447.3486282844407
755,540.0121347835495
756,545.5833104866481
757,566.7504294579932
758,626.5361375573748
759,603.715179337719
760,607.4431877677245
761,593.6848536095393
762,530.3056008118459
763,524.879847507293
764,519.7931911419575
765,562.5697147333588
766,490.25051538166383
767,507.5074639938461
768,565.8172424673992
769,555.6915412472156
770,472.0165159514682
771,435.9166121306705
772,559.9041321852269
773,535.4088560213834
774,573.9331096809515
775,591.0195845150967
776,510.7766635779854
777,540.1331279236459
778,630.9937121926259
779,510.0372266388249
780,496.1338515468192
781,495.2079367424026
782,555.8022014666094
783,526.322490090035
784,550.025827701835
785,473.481657931351
786,530.848414812802
787,469.0886504904337
788,536.6120490354551
789,496.1145637360852
790,501.38753603895424
791,588.7439409102407
792,498.03921637107294
793,468.5218190195152
794,613.8097450743586
795,573.7046806077665
796,512.9251204048044
797,557.2395445604042
798,630.2708624431298
799,515.1957687894966
800,531.3002097385644
801,594.0173776358968
802,535.7708047594448
803,438.30726782204806
804,466.9048598852789
805,631.1421509148921
806,494.91625477516595
807,521.9020181802413
808,563.9808897932323
809,515.1676260901227
810,538.2898783294742
811,631.148833130178
812,561.8830982520017
813,467.26566302304343
814,643.2907768707946
815,536.9400119145929
816,579.9286060544076
817,525.083713218497
818,446.23534572865077
819,482.15263564654725
820,494.6898903440746
821,536.6008037738126
822,472.3158974532258
823,522.0297727937142
824,563.1885336183308
825,487.85978687733484
826,499.6251370490016
827,491.93748158846955
828,574.9542450291439
829,479.5576741223265
830,487.72716316938204
831,482.2349933449226
832,570.9024995982809
833,532.7441792846397
834,467.7406998450896
835,489.77264101427966
836,613.4998408623843
837,557.8239608846936
838,444.9012462713597
839,569.7679662345802
840,513.1656426222571
841,573.5040856755179
842,630.6137022900784
843,623.1435873125428
844,652.7249386717243
845,572.0787763488518
846,481.9625911018765
847,563.6156121994733
848,497.3051597889137
849,422.69214585818673
850,524.2551608967033
851,452.36395315394304
852,598.7815901295334
853,428.4556271648754
854,522.3379709697646
855,587.038568861817
856,542.5709989011169
857,471.1754893769617
858,430.69872205870513
859,562.9868925183939
860,599.9136109937155
861,477.4030295698466
862,595.8973189623974
863,598.1381199431682
864,522.7017397189707
865,536.1353926762008
866,503.28281881858237
867,524.772220397386
868,535.9027712256918
869,502.1981334519837
870,553.4168538222283
871,466.8920079804601
872,493.7307926134323
873,637.0162389593308
874,595.4441326660983
875,430.11952688407246
876,495.52870603229985
877,555.383115582621
878,596.3834000413085
879,655.5571237223547
880,523.5839934085843
881,570.8774183051125
882,530.9349275198477
883,455.34697379147366
884,557.926159886004
885,509.9661232778994
886,495.42420870642957
887,500.9865680161896
888,498.75800307529784
889,588.2029476314256
890,527.6002099386154
891,497.791105028139
892,499.83301288655986
893,570.3507377809864
894,591.3498829429059
895,438.74527361872634
896,535.9427652960069
897,540.3017339710918
898,591.4708574385321
899,504.33453371253466
900,639.1397837202941
901,459.4668074973828
902,470.1015881194803
903,534.467626071649
904,470.21681344788885
905,470.38238358442936
906,446.19852099439674
907,519.541532400446
908,564.1486149823388
909,487.7271563879852
910,625.494147000006
911,575.0858869486815
912,533.5188538093608
913,430.2219634072459
914,429.99689859979446
915,508.67447120811755
916,515.680716407273
917,538.9325714683848
918,627.2218560427599
919,539.1694818719529
920,630.2624058893496
921,522.0071560222965
922,475.6550434036413
923,555.007593419401
924,554.5796098552903
925,526.9614699932679
926,593.289324830489
927,587.8871018312607
928,506.37755620464185
929,452.34772372039157
930,535.8485790124732
931,694.8823651729425
932,593.5389972162583
933,558.9938249001399
934,536.5306894477725
935,525.5322080854781
936,554.2378238049337
937,472.24006103631456
938,643.5082327916614
939,601.8783745925164
940,438.7148398929577
941,532.8225759077462
942,592.0943057886717
943,502.2472622114299
944,457.24438824024713
945,531.5270683965356
946,496.29567102829037
947,533.2468377627315
948,616.5598854531646
949,599.4913607749675
950,616.5727908707453
951,578.8447970301357
952,502.4388272726896
953,465.0089587412232
954,450.0301287612988
955,512.2280440745885
956,570.0499449469638
957,556.2114847618174
958,630.8884787867617
959,514.8492307884566
960,510.7826454870335
961,535.7282828993347
962,515.2865440496342
963,521.6696158221698
964,523.579662962014
965,463.91003970067067
966,555.4824330821872
967,564.0400698239962
968,447.4355482630835
969,443.6917880090298
970,556.8042119145712
971,514.4073287440815
972,538.2296363947909
973,422.9309501241306
974,507.52507868110064
975,606.1544658469634
976,526.4584546530585
977,509.5669497824334
978,517.0479702084536
979,591.851834668507
980,550.6996945538772
981,446.6512984165217
982,565.0209263265444
983,483.0551163001647
984,455.41885313068417
985,549.1175113166321
986,607.1681125030012
987,540.6303259610318
988,550.382673563958
989,509.15225461970294
990,554.5346645340373
991,514.8576478287872
992,558.6095936112439
993,524.664843074672
994,537.3542002553828
995,617.6255450821845
996,552.9625250285675
997,535.856214281675
998,449.4588901808813
999,531.0595488536142
1000,577.0621681432477
1001,543.7099031356144
1002,568.1180385750837
1003,497.90899499844596
1004,626.7980866188536
1005,497.1735843014509
1006,474.55696235854964
1007,427.90559003830566
1008,573.4951775398333
1009,534.9922647173026
1010,650.327872096243
1011,536.2614458738633
1012,586.7433556787214
1013,557.3359916094175
1014,569.9220512749154
1015,524.7349488690818
1016,538.7835487973256
1017,493.98521516888894
1018,435.99708960080795
1019,585.7937935066631
1020,545.1000229321778
1021,536.915962528205
1022,638.9356802830856
1023,500.40182099996525
1024,550.6662742986209
1025,460.8784636370264
1026,505.2335526626744
1027,568.2387123886807
1028,563.5062103909227
1029,459.5702060864519
1030,496.1223363513244
1031,501.9393574268221
1032,594.2826390914353
1033,478.12633578364375
1034,609.6611335390575
1035,538.481552081666
1036,472.6428826511218
1037,569.9637296675487
1038,580.5167189071432
1039,552.2912901405932
1040,614.7264942838267
1041,457.79961798627903
1042,618.8358208801465
1043,485.44950945372386
1044,450.9529621173982
1045,529.6837975628293
1046,608.7840421853997
1047,506.81315446306917
1048,471.19491650124525
1049,533.2106063323495
1050,657.9274665623532
1051,471.09733453206087
1052,496.65345623771583
1053,467.26305052940364
1054,481.3786551616514
1055,582.1403882459308
1056,586.2073648800033
1057,522.8295539526198
1058,591.4684666480618
1059,496.8552438043395
1060,573.3511317547187
1061,455.0271817557157
1062,585.2930148398126
1063,532.6426878857234
1064,588.7145284585694
1065,579.791859811038
1066,593.5685335129921
1067,518.9411803833036
1068,561.3421759712445
1069,463.2787795704378
1070,567.4889732877527
1071,477.96655619468083
1072,560.0034817179818
1073,511.46291749653824
1074,570.442451094222
1075,486.3111353055898
1076,535.4940028129012
1077,467.2822334873761
1078,555.7880887401831
1079,558.760938022711
1080,537.114661744642
1081,548.8912802428428
1082,460.80804015357245
1083,574.9065736828045
1084,494.8835457464311
1085,536.0258323788806
1086,546.4516233767748
1087,673.7707823149874
1088,518.0965505580928
1089,625.1182756742818
1090,458.9527288392802
1091,651.4685711508863
1092,439.2858279803738
1093,594.8143505058696
1094,546.0887009771772
1095,505.92471421817896
1096,469.1093459847355
1097,520.409872281209
1098,578.0360819770979
1099,583.9989243096043
1100,546.4251867846981
1101,509.2981071889905
1102,577.2390140240536
1103,560.6312195472931
1104,596.1621899468805
1105,497.567447491208
1106,485.78589490431364
1107,478.04391427726614
1108,497.16435815844244
1109,499.40733063626595
1110,554.9112999262475
1111,563.6575283822876
1112,633.9489926930062
1113,493.226472058107
1114,501.66749490651114
1115,517.8265575502692
1116,554.3201021734927
1117,531.1639065613581
1118,534.7802028882176
1119,473.926895219683
1120,651.8747353788812
1121,448.0263415655437
1122,443.54923268284455
1123,458.470403910449
1124,548.5577862417539
1125,486.99648634527654
1126,540.2048219615972
1127,544.6094768233626
1128,587.8689999853261
1129,655.4743477008062
1130,568.5722282446295
1131,637.5234344143223
1132,581.5759135457819
1133,583.1734531793406
1134,575.1103854327766
1135,444.61494150099793
1136,545.3011559102482
1137,618.6415524119911
1138,589.0996990230714
1139,510.68937972562304
1140,527.1199534154779
1141,586.5728914625005
1142,479.9039225350977
1143,461.3433433543597
1144,597.2783462171149
1145,551.7273341626677
1146,599.4783759929713
1147,528.9848232326963
1148,511.46121257564823
1149,477.8678584499638
1150,578.9023800738332
1151,467.19134452731595
1152,571.8241138522615
1153,522.9229093745632
1154,640.8742152953221
1155,518.1282388366599
1156,612.7030342181931
1157,653.3359486934722
1158,559.3656526132603
1159,521.5748761428944
1160,477.31725509871876
1161,534.8493009910593
1162,542.8695217456932
1163,516.07751098828
1164,570.96610378217
1165,567.8892667243683
1166,532.2718381370246
1167,487.6401274785998
1168,492.3144462924977
1169,483.03689809947235
1170,521.8983543392195
1171,540.2790181507755
1172,530.2638322562482
1173,561.3879996208533
1174,543.7038521284743
1175,531.0803619667026
1176,490.66863333822613
1177,476.0694192889129
1178,458.40128875186645
1179,577.1191995550981
1180,457.16445752724275
1181,534.3298787807119
1182,567.5699034414779
1183,567.5060249392889
1184,500.7591941432202
1185,614.9494938413283
1186,504.0983637252247
1187,452.53808358060775
1188,529.7198484693125
1189,589.2964140064297
1190,492.17633873908306
1191,493.7063508335442
1192,574.6158453021707
1193,537.5355705026242
1194,482.3896645241387
1195,490.13599134460884
1196,589.1741381568401
1197,523.0928209385438
1198,579.716956090839
1199,442.7368792061455
1200,450.74023587475995
1201,463.8953248073108
1202,470.21782662813644
1203,590.2628844862185
1204,521.1417099940686
1205,467.0395518116511
1206,613.0143300743523
1207,464.3458375999951
1208,562.9405186197332
1209,447.5835673696337
1210,511.8684855749158
1211,572.2383059561391
1212,675.0941159306799
1213,567.6218094355147
1214,548.2370388939286
1215,515.9597862948586
1216,491.9183864792275
1217,525.6675141244712
1218,483.145215678651
1219,510.99000074772135
1220,580.1437304783573
1221,588.922642006566
1222,520.4565519974354
1223,569.0799732231854
1224,463.6185331479904
1225,457.75654305214977
1226,466.0115985748914
1227,557.2031286281536
1228,539.6051306155409
1229,624.3935691087485
1230,579.2695843622246
1231,517.860065683448
1232,498.5280236483189
1233,546.409615459943
1234,514.4405177407614
1235,551.5184597883298
1236,524.8128321518453
1237,601.3214363014055
1238,513.4330368602416
1239,532.5947680154324
1240,442.07647114533484
1241,478.3049645519506
1242,453.781479169994
1243,493.219718859135
1244,499.36759049477354
1245,503.97854736940985
1246,447.5615520595663
1247,506.09657499628014
1248,562.2372472710213
1249,440.76771444172914
1250,608.4084927213967
1251,529.4150866135878
1252,546.5332085028757
1253,522.6532841334554
1254,443.41008997050255
1255,559.5566643842446
1256,599.7245314463603
1257,436.88625821920783
1258,578.4791039951363
1259,556.5265221117888
1260,659.3325689045471
1261,580.3117365180026
1262,475.31509578982235
1263,432.76720441621967
1264,517.3816744910159
1265,547.0643570036019
1266,504.46881015461736
1267,459.36839485959786
1268,533.7354747113073
1269,532.12149976728
1270,525.813353587506
1271,518.1467886211107
1272,529.3279678870211
1273,497.6857034177259
1274,570.9314029084802
1275,481.75221831651663
1276,552.9670699212861
1277,616.3806332954496
1278,582.28138208513
1279,593.0398794149907
1280,440.1862020143093
1281,673.1098625047462
1282,523.3460959045451
1283,503.10459485294837
1284,439.2587467431538
1285,570.4222814509619
1286,444.8827308163978
1287,441.26064073491347
1288,499.94362101735345
1289,492.04065897984964
1290,482.47488103785264
1291,459.4505103101842
1292,467.0574135710182
1293,632.9565422832459
1294,558.4390049960657
1295,541.1388274582499
1296,594.4214827212795
1297,536.4610393693241
1298,511.28522389954685
1299,512.0179589337681
1300,498.83156797575117
1301,434.01742893748894
1302,584.2777995550435
1303,435.958869648843
1304,519.6085971507127
1305,531.504394353778
1306,571.8081190686842
1307,512.380169782245
1308,565.5940092841124
1309,509.1823954739997
1310,442.26225197249585
1311,567.924933590874
1312,505.63393771398444
1313,507.27228098806296
1314,531.1213297733705
1315,459.2892202403658
1316,581.1115145551767
1317,658.2126168661085
1318,447.37490289351285
1319,466.1757471011196
1320,532.6446067697984
1321,528.432933740551
1322,598.2504591410891
1323,488.76518496965735
1324,472.88192917468507
1325,562.018008466138
1326,453.9258873448779
1327,462.57263570897965
1328,591.8950632922865
1329,533.3384144695135
1330,465.2522036447881
1331,521.7178238193618
1332,538.370165346829
1333,440.48570277033235
1334,550.6110851416098
1335,487.050472990652
1336,511.94795204202904
1337,440.39532791992815
1338,665.4255478239886
1339,583.5206749131236
1340,619.6477396451558
1341,452.02964024978564
1342,585.1666335404502
1343,511.4376954646723
1344,439.0557634933408
1345,673.4281829910742
1346,641.6492017988722
1347,549.1218708791129
1348,497.70322630121353
1349,596.24948103572
1350,483.81974294875215
1351,584.1100574168031
1352,598.1165496912693
1353,600.5480472509441
1354,469.9034089078424
1355,503.6931548474874
1356,520.5596807215784
1357,647.760157641448
1358,564.9710934148717
1359,498.3028789162994
1360,494.7902064035684
1361,569.5906575239738
1362,593.0637365929524
1363,512.9414554032959
1364,585.9108482779661
1365,523.1368013065227
1366,459.16074093857895
1367,567.0888676476089
1368,614.5749579044074
1369,445.2264653882543
1370,617.9396774880983
1371,469.0882029751213
1372,474.5216902717441
